"context","target_processed","year","team_processed","team","target","source_team","batch_id","chunk_id","id","team_matched","target_matched","category"
"participated in meetup organized by","birkbeck",2015,"kent","Kent","Birkbeck","Kent",454,8,"454-8","Kent","Birkbeck","meetup"
"participated in meetup with","sklbc gdsyzx",2015,"sklbc china","SKLBC-China","SKLBC_GDSYZX","SKLBC-China",273,1,"273-1","SKLBC-China","SKLBC-DGSYZX","meetup"
"participated in meetup with","tokoyotech",2015,"lzu china","LZU-China","TokoyoTech","LZU-China",138,1,"138-1","LZU-China","Tokyo_Tech","meetup"
"participated in meetup with","sysu china",2015,"sklbc china","SKLBC-China","SYSU_CHINA","SKLBC-China",273,1,"273-1","SKLBC-China","SYSU_CHINA","meetup"
"participated in meetup with","kait",2015,"lzu china","LZU-China","KAIT","LZU-China",138,1,"138-1","LZU-China","KAIT_Japan","meetup"
"participated in meetup with","stockholm igem",2015,"unik copenhagen","UNIK Copenhagen","Stockholm iGEM","UNIK_Copenhagen",571,8,"571-8","UNIK_Copenhagen","Stockholm","meetup"
"participated in meetup with","kait",2015,"lzu china","LZU-China","KAIT","LZU-China",624,0,"624-0","LZU-China","KAIT_Japan","meetup"
"participated in meetup with","bordeaux team",2015,"toulouse","Toulouse","Bordeaux Team","Toulouse",260,12,"260-12","Toulouse","Bordeaux","meetup"
"participated in meetup with","hokkaidou",2015,"lzu china","LZU-China","HokkaidoU","LZU-China",138,1,"138-1","LZU-China","HokkaidoU_Japan","meetup"
"participated in meetup with","hokkaidou",2015,"lzu china","LZU-China","HokkaidoU","LZU-China",624,0,"624-0","LZU-China","HokkaidoU_Japan","meetup"
"participated in meetup with","scut software",2015,"sklbc china","SKLBC-China","SCUT_SOFTWARE","SKLBC-China",273,1,"273-1","SKLBC-China","SCUT-Software","meetup"
"participated in meetup with","sysu software",2015,"sklbc china","SKLBC-China","SYSU_SOFTWARE","SKLBC-China",273,1,"273-1","SKLBC-China","SYSU-Software","meetup"
"participated in meetup with","scut china",2015,"sklbc china","SKLBC-China","SCUT_CHINA","SKLBC-China",273,1,"273-1","SKLBC-China","SCUT-China","meetup"
"participated in meetup with","uppsala igem",2015,"unik copenhagen","UNIK Copenhagen","Uppsala iGEM","UNIK_Copenhagen",571,8,"571-8","UNIK_Copenhagen","Uppsala","meetup"
"participated in meetup with","tokoyotech",2015,"lzu china","LZU-China","TokoyoTech","LZU-China",624,0,"624-0","LZU-China","Tokyo_Tech","meetup"
"participated in music video for","linköping university",2015,"macquarie australia","Macquarie Australia","Linköping University","Macquarie_Australia",929,9,"929-9","Macquarie_Australia","Linkoping_Sweden","other"
"participated in newsletter","igem pasteur",2015,"tu eindhoven","TU Eindhoven","iGEM Pasteur","TU_Eindhoven",424,3,"424-3","TU_Eindhoven","Pasteur_Paris","other"
"participated in newsletter","igem amoy",2015,"tu eindhoven","TU Eindhoven","iGEM Amoy","TU_Eindhoven",424,3,"424-3","TU_Eindhoven","Amoy","other"
"participated in newsletter","igem paris bettencourt",2015,"tu eindhoven","TU Eindhoven","iGEM Paris Bettencourt","TU_Eindhoven",424,3,"424-3","TU_Eindhoven","Paris_Bettencourt","other"
"participated in newsletter by","amoy igem team",2015,"aix marseille","Aix-Marseille","Amoy iGEM team","Aix-Marseille",770,3,"770-3","Aix-Marseille","Amoy","work"
"participated in newsletter project with","amoy china",2015,"sysu china","SYSU_CHINA","Amoy_China","SYSU_CHINA",600,8,"600-8","SYSU_CHINA","Amoy","work"
"participated in newsletter project with","amoy china",2015,"sysu china","SYSU_CHINA","Amoy_China","SYSU_CHINA",952,0,"952-0","SYSU_CHINA","Amoy","work"
"participated in newsletter project with","amoy china",2015,"sysu china","SYSU_CHINA","Amoy_China","SYSU_CHINA",284,0,"284-0","SYSU_CHINA","Amoy","work"
"participated in Nordic iGEM Conference with","stockholm and uppsala",2015,"aalto helsinki","Aalto-Helsinki","Stockholm and Uppsala","Aalto-Helsinki",856,1,"856-1","Aalto-Helsinki","Stockholm","meetup"
"participated in Nordic Jamboree","uppsala igem team",2015,"sdu denmark","SDU-Denmark","Uppsala iGEM Team","SDU-Denmark",71,4,"71-4","SDU-Denmark","Uppsala","meetup"
"participated in one minute video challenge with","pasteur paris",2015,"ionis paris","IONIS_Paris","Pasteur Paris","IONIS_Paris",918,2,"918-2","IONIS_Paris","Pasteur_Paris","work"
"participated in one minute video challenge with","oxford igem",2015,"ionis paris","IONIS_Paris","Oxford iGEM","IONIS_Paris",918,2,"918-2","IONIS_Paris","Oxford","work"
"participated in online forum held by","tec guadalajara",2015,"hokkaidou japan","HokkaidoU Japan","Tec_Guadalajara","HokkaidoU_Japan",710,0,"710-0","HokkaidoU_Japan","Tec_Guadalajara",NA
"participated in project","paris bettencourt's rhizi",2015,"bordeaux","Bordeaux","Paris-Bettencourt's rhizi","Bordeaux",543,1,"543-1","Bordeaux","Paris_Bettencourt","work"
"participated in project","paris bettencourt's rhizi",2015,"bordeaux","Bordeaux","Paris-Bettencourt's rhizi","Bordeaux",57,4,"57-4","Bordeaux","Paris_Bettencourt","work"
"participated in project","paris bettencourt's rhizi",2015,"bordeaux","Bordeaux","Paris-Bettencourt's rhizi","Bordeaux",948,4,"948-4","Bordeaux","Paris_Bettencourt","work"
"participated in project developed by","ucsf igem",2015,"uniandes colombia","Uniandes Colombia","UCSF iGEM","Uniandes_Colombia",771,9,"771-9","Uniandes_Colombia","UCSF","work"
"participated in project of","paris bettencourt",2015,"bordeaux","Bordeaux","Paris-Bettencourt","Bordeaux",403,4,"403-4","Bordeaux","Paris_Bettencourt","work"
"participated in publicity activity with","zju",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","ZJU","SJTU-BioX-Shanghai",915,0,"915-0","SJTU-BioX-Shanghai","ZJU-China","work"
"participated in publicity activity with","tju",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","TJU","SJTU-BioX-Shanghai",915,0,"915-0","SJTU-BioX-Shanghai","TJU","work"
"participated in publicity activity with","sjtlu",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","SJTLU","SJTU-BioX-Shanghai",915,0,"915-0","SJTU-BioX-Shanghai","XJTLU-CHINA","work"
"participated in publicity activity with","nyu shanghai",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","NYU Shanghai","SJTU-BioX-Shanghai",915,0,"915-0","SJTU-BioX-Shanghai","NYU_Shanghai","work"
"participated in publicity activity with","sjtu software",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","SJTU Software","SJTU-BioX-Shanghai",915,0,"915-0","SJTU-BioX-Shanghai","SJTU-Software","work"
"participated in Rhizi database","paris bettencourt",2015,"evry","Evry","Paris Bettencourt","Evry",456,1,"456-1","Evry","Paris_Bettencourt",NA
"participated in study hosted by","university of georgia",2015,"vanderbilt","Vanderbilt","University of Georgia","Vanderbilt",15,15,"15-15","Vanderbilt","UGA-Georgia","work"
"participated in study with","aachen",2015,"slovenia hs","Slovenia_HS","Aachen","Slovenia_HS",57,6,"57-6","Slovenia_HS","Aachen","work"
"participated in survey","nankai team",2015,"toulouse","Toulouse","Nankai team","Toulouse",539,5,"539-5","Toulouse","Nankai","work"
"participated in survey","huazhong university of science & technology",2015,"tianjin","Tianjin","Huazhong University of Science & Technology","Tianjin",922,1,"922-1","Tianjin","HUST-China","work"
"participated in survey","nefu china",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","NEFU_China","SJTU-BioX-Shanghai",60,4,"60-4","SJTU-BioX-Shanghai","NEFU-China","work"
"participated in survey","fujian agriculture and forestry university",2015,"tianjin","Tianjin","Fujian Agriculture and Forestry University","Tianjin",922,1,"922-1","Tianjin","FAFU-CHINA","work"
"participated in survey","graz university of technology",2015,"tianjin","Tianjin","Graz University of Technology","Tianjin",922,1,"922-1","Tianjin","Manchester-Graz","work"
"participated in survey","paris saclay",2015,"tec monterrey","Tec-Monterrey","Paris Saclay","Tec-Monterrey",352,8,"352-8","Tec-Monterrey","Paris_Saclay","work"
"participated in survey","nefu china",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","NEFU_China","SJTU-BioX-Shanghai",60,4,"60-4","SJTU-BioX-Shanghai","NEFU_China","work"
"participated in survey","xia men university",2015,"tianjin","Tianjin","Xia men University","Tianjin",922,1,"922-1","Tianjin","Amoy","work"
"participated in survey","university of southern denmark",2015,"tianjin","Tianjin","University of Southern Denmark","Tianjin",922,1,"922-1","Tianjin","SDU-Denmark","work"
"participated in survey","pasteur team",2015,"toulouse","Toulouse","Pasteur team","Toulouse",539,5,"539-5","Toulouse","Pasteur_Paris","work"
"participated in survey","national university of defense technology",2015,"tianjin","Tianjin","National University of Defense Technology","Tianjin",922,1,"922-1","Tianjin","NUDT_CHINA","work"
"participated in survey","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",767,1,"767-1","Nagahama","NEFU_China","work"
"participated in survey","paris saclay",2015,"nagahama","Nagahama","Paris Saclay","Nagahama",714,1,"714-1","Nagahama","Paris_Saclay","work"
"participated in survey","marseille",2015,"fau erlangen","FAU_Erlangen","Marseille","FAU_Erlangen",975,0,"975-0","FAU_Erlangen","Aix-Marseille","work"
"participated in survey","igem stockholm",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","iGEM Stockholm","SJTU-BioX-Shanghai",60,4,"60-4","SJTU-BioX-Shanghai","Stockholm","work"
"participated in survey","igem nankai",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","iGEM Nankai","SJTU-BioX-Shanghai",127,4,"127-4","SJTU-BioX-Shanghai","Nankai","work"
"participated in survey","nefu china",2015,"valencia upv","Valencia_UPV","NEFU_China","Valencia_UPV",466,1,"466-1","Valencia_UPV","NEFU-China","work"
"participated in survey","sdu denmark",2015,"tianjin","Tianjin","SDU-Denmark","Tianjin",922,1,"922-1","Tianjin","SDU-Denmark","work"
"participated in survey","paris saclay",2015,"nagahama","Nagahama","Paris Saclay","Nagahama",767,1,"767-1","Nagahama","Paris_Saclay","work"
"participated in survey","stanford brown 2015 igem team",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","Stanford-Brown 2015 iGEM Team","SJTU-BioX-Shanghai",127,4,"127-4","SJTU-BioX-Shanghai","Stanford-Brown","work"
"participated in survey","cgu taiwan team",2015,"toulouse","Toulouse","CGU_Taiwan team","Toulouse",539,5,"539-5","Toulouse","CGU_Taiwan","work"
"participated in survey","stanford brown 2015 igem team",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","Stanford-Brown 2015 iGEM Team","SJTU-BioX-Shanghai",60,4,"60-4","SJTU-BioX-Shanghai","Stanford-Brown","work"
"participated in survey","stockholm igem team",2015,"uchile openbio","UChile-OpenBio","Stockholm iGEM Team","UChile-OpenBio",565,3,"565-3","UChile-OpenBio","Stockholm","work"
"participated in survey","insa toulouse",2015,"tianjin","Tianjin","INSA Toulouse","Tianjin",922,1,"922-1","Tianjin","Toulouse","work"
"participated in survey","polytech marseille",2015,"tianjin","Tianjin","Polytech Marseille","Tianjin",922,1,"922-1","Tianjin","Aix-Marseille","work"
"participated in survey","chalmers gothenburg",2015,"czech republic","Czech_Republic","Chalmers Gothenburg","Czech_Republic",736,1,"736-1","Czech_Republic","Chalmers-Gothenburg","work"
"participated in survey","itesm cem",2015,"tianjin","Tianjin","ITESM CEM","Tianjin",922,1,"922-1","Tianjin","TecCEM","work"
"participated in survey","nefu china",2015,"wlc milwaukee","WLC-Milwaukee","NEFU_China","WLC-Milwaukee",947,2,"947-2","WLC-Milwaukee","NEFU-China","work"
"participated in survey","alberta institute of technology",2015,"tianjin","Tianjin","Alberta Institute of Technology","Tianjin",922,1,"922-1","Tianjin","NAIT_Edmonton","work"
"participated in survey","huazhong agricultural university",2015,"tianjin","Tianjin","Huazhong Agricultural University","Tianjin",922,1,"922-1","Tianjin","HZAU-China","work"
"participated in survey","university of washington",2015,"tianjin","Tianjin","University of Washington","Tianjin",922,1,"922-1","Tianjin","Washington","work"
"participated in survey","sun yat sen university",2015,"tianjin","Tianjin","Sun Yat-sen University","Tianjin",922,1,"922-1","Tianjin","SYSU_CHINA","work"
"participated in survey","igem stockholm",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","iGEM Stockholm","SJTU-BioX-Shanghai",127,4,"127-4","SJTU-BioX-Shanghai","Stockholm","work"
"participated in survey","santa clara university",2015,"wlc milwaukee","WLC-Milwaukee","Santa Clara University","WLC-Milwaukee",947,2,"947-2","WLC-Milwaukee","Santa_Clara","work"
"participated in survey","igem nankai",2015,"wlc milwaukee","WLC-Milwaukee","iGEM Nankai","WLC-Milwaukee",947,2,"947-2","WLC-Milwaukee","Nankai","work"
"participated in survey","paris saclay team",2015,"toulouse","Toulouse","Paris Saclay team","Toulouse",539,5,"539-5","Toulouse","Paris_Saclay","work"
"participated in survey","insa toulouse – ups",2015,"tianjin","Tianjin","INSA Toulouse – UPS","Tianjin",922,1,"922-1","Tianjin","Toulouse","work"
"participated in survey","aix marseille university",2015,"fau erlangen","FAU_Erlangen","Aix-Marseille University","FAU_Erlangen",769,3,"769-3","FAU_Erlangen","Aix-Marseille","work"
"participated in survey","nanjing agricultural university",2015,"tianjin","Tianjin","Nanjing Agricultural University","Tianjin",922,1,"922-1","Tianjin","NJAU_China","work"
"participated in survey","xi’an jiaotong liverpool university",2015,"tianjin","Tianjin","Xi’an Jiaotong-Liverpool University","Tianjin",922,1,"922-1","Tianjin","XJTLU-CHINA","work"
"participated in survey","nefu china",2015,"wlc milwaukee","WLC-Milwaukee","NEFU_China","WLC-Milwaukee",947,2,"947-2","WLC-Milwaukee","NEFU_China","work"
"participated in survey","colorado state university",2015,"tianjin","Tianjin","Colorado State University","Tianjin",922,1,"922-1","Tianjin","CSU_Fort_Collins","work"
"participated in survey","stony brook university",2015,"tianjin","Tianjin","Stony Brook University","Tianjin",922,1,"922-1","Tianjin","Stony_Brook","work"
"participated in survey","missouri university of science and technology",2015,"tianjin","Tianjin","Missouri University of Science and Technology","Tianjin",922,1,"922-1","Tianjin","Missouri_Rolla","work"
"participated in survey","paris",2015,"tianjin","Tianjin","Paris","Tianjin",922,1,"922-1","Tianjin","Paris_Bettencourt","work"
"participated in survey","chalmers gothenburg",2015,"czech republic","Czech Republic","Chalmers Gothenburg","Czech_Republic",564,10,"564-10","Czech_Republic","Chalmers-Gothenburg","work"
"participated in survey","igem nankai",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","iGEM Nankai","SJTU-BioX-Shanghai",60,4,"60-4","SJTU-BioX-Shanghai","Nankai","work"
"participated in survey","peking university",2015,"tianjin","Tianjin","Peking University","Tianjin",922,1,"922-1","Tianjin","Peking","work"
"participated in survey","nefu china",2015,"nagahama","Nagahama","NEFU_China","Nagahama",767,1,"767-1","Nagahama","NEFU-China","work"
"participated in survey","ui indonesia",2015,"nagahama","Nagahama","UI_Indonesia","Nagahama",767,1,"767-1","Nagahama","UI_Indonesia","work"
"participated in survey","eth zurich",2015,"tianjin","Tianjin","ETH Zurich","Tianjin",922,1,"922-1","Tianjin","ETH_Zurich","work"
"participated in survey","aachen",2015,"heidelberg","Heidelberg","Aachen","Heidelberg",527,4,"527-4","Heidelberg","Aachen","work"
"participated in survey","tianjin igem team",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","Tianjin-iGEM team","SJTU-BioX-Shanghai",127,4,"127-4","SJTU-BioX-Shanghai","Tianjin","work"
"participated in survey","paris bettencourt",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","Paris Bettencourt","SJTU-BioX-Shanghai",127,4,"127-4","SJTU-BioX-Shanghai","Paris_Bettencourt","work"
"participated in survey","team ui indonesia",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","Team UI_Indonesia","SJTU-BioX-Shanghai",127,4,"127-4","SJTU-BioX-Shanghai","UI_Indonesia","work"
"participated in survey","paris bettencourt",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","Paris Bettencourt","SJTU-BioX-Shanghai",60,4,"60-4","SJTU-BioX-Shanghai","Paris_Bettencourt","work"
"participated in survey","tu eindhoven",2015,"tianjin","Tianjin","TU Eindhoven","Tianjin",922,1,"922-1","Tianjin","TU_Eindhoven","work"
"participated in survey","shanghai jiao tong university",2015,"tianjin","Tianjin","Shanghai Jiao Tong University","Tianjin",922,1,"922-1","Tianjin","SJTU-Software","work"
"participated in survey","suny stony brook",2015,"tianjin","Tianjin","SUNY Stony Brook","Tianjin",922,1,"922-1","Tianjin","Stony_Brook","work"
"participated in survey","aix marseille",2015,"tu delft","TU_Delft","Aix-Marseille","TU_Delft",263,8,"263-8","TU_Delft","Aix-Marseille","work"
"participated in survey","macquarie university",2015,"tianjin","Tianjin","Macquarie University","Tianjin",922,1,"922-1","Tianjin","Macquarie_Australia","work"
"participated in survey","zhejiang university",2015,"tianjin","Tianjin","Zhejiang University","Tianjin",922,1,"922-1","Tianjin","ZJU-China","work"
"participated in survey","nefu china",2015,"valencia upv","Valencia_UPV","NEFU_China","Valencia_UPV",466,1,"466-1","Valencia_UPV","NEFU_China","work"
"participated in survey","nefu china",2015,"sjtu biox shanghai","SJTU-BioX-Shanghai","NEFU_China","SJTU-BioX-Shanghai",127,4,"127-4","SJTU-BioX-Shanghai","NEFU-China","work"
"participated in survey","tokyo nokogen",2015,"nagahama","Nagahama","Tokyo-NoKoGen","Nagahama",767,1,"767-1","Nagahama","Tokyo-NoKoGen","work"
"participated in survey","aix marseille",2015,"heidelberg","Heidelberg","Aix-Marseille","Heidelberg",193,3,"193-3","Heidelberg","Aix-Marseille","work"
